,polarity,subjectivity
Encouraged_John P Kee_1994,0.21571428571428572,0.5323809523809524
End Of The Age_Becoming The Archetype_2008,0.03917824074074075,0.3444444444444445
Enero en la playa (Edit)_Facto Delafe y las flores azules_2005,-0.4,1.0
EnervÃ©_Olivia Ruiz_2004,-0.4,0.6
Engine Skull_Cancer Bats_2009,0.0859375,0.2838541666666667
English Dream (2002 Digital Remaster)_Generation X_1991,-0.028189300411522636,0.21399176954732507
English House_Fleet Foxes_2008,0.23230218855218854,0.5907407407407406
English Summer Rain_Placebo_2003,0.004,0.05399999999999999
Entonces_Fran Perea_2005,0.0,0.0
Eoarchaean_The Ocean_2007,0.16111111111111112,0.6314814814814815
Epiphany_Bad Religion_2002,0.060606060606060594,0.6566057399390735
Erased_Annie Lennox_2003,-0.017087542087542096,0.5072390572390572
Eriatarka_The Mars Volta_2003,-0.12529761904761907,0.7416666666666666
Erick Sermon_Erick Sermon_1993,-0.11665023011176864,0.4461497370151219
Eruption (Remastered Album Version)_Van Halen_1996,0.0,0.0
Es dificil_De La Ghetto_2008,0.22443181818181818,0.4
Escape ( LP Version)_Prince_1993,0.06548945335710041,0.6232843137254902
Escape From The City_John Williams_2005,0.0,0.0
Escapist_Nightwish_2007,0.14076923076923073,0.42269230769230764
Escuchame_Carlos Ponce_2003,0.2,0.30000000000000004
Escuta_ Noel_Maysa_2003,0.0,0.0
Essaywhuman_The Roots_1999,-0.05678146258503402,0.4445578231292517
Estar Junto A Ti (Angel)_Yuridia_2006,0.0,0.0
Estas hecha para mi (Directo 09)_Carlos Baute_2006,0.0,0.0
Estas Listo_Juan Carlos Baglietto_1984,0.0,0.0
Estimate_Slum Village_1997,-0.08488562091503268,0.5611111111111111
Esto Es Real_Baby Rasta and Gringo_2004,0.3779296875,0.45113636363636367
Estoy AquÃ­_Shakira_1995,0.0,0.0
Estoy Contigo_Selena_1993,0.0,0.0
Eternamente Amame_Miguel Gallardo_1984,0.0,0.0
Etre Le Premier_Jean-Jacques Goldman_1983,0.10833333333333334,0.5857142857142857
Etre Une Femme_Nolwenn Leroy_2003,0.05,0.45
Ett NorrskensdÃ¥d_Finntroll_2010,0.7666666666666666,0.4066666666666666
Eugene's Lament_Beastie Boys_1994,0.0,0.0
Evalia_Placebo_2003,0.12,0.56
Even If I Tried_Emilio_1995,0.3132275132275132,0.6076719576719577
Evenfall_Dark Fortress_2010,0.1588888888888889,0.5877777777777778
Evening Prayer_Don Gibson_1959,0.14375,0.6687500000000001
Evening_Vanessa Daou_1996,-0.2,0.55
Ever Be_Korn_2007,-0.2851731601731602,0.5760822510822511
Everchanging_Rise Against_2001,0.09000000000000002,0.36650793650793645
Evergreen_Rubyhorse_2002,0.1413430523724641,0.4188014599779305
Every Breath I Take_Gene Pitney_1986,0.013839285714285712,0.6393849206349206
Every Other Way_BT feat JES_2010,-0.03852941176470588,0.45323529411764707
Every Time I Look At You_Kiss_1992,0.08541666666666667,0.6441666666666668
Every You Every Me (Infected By The Scourge Of The Earth)_Placebo_1999,-0.02989130434782609,0.5213768115942028
Everybody Loves Me But You_Brenda Lee_1995,-0.05909090909090909,0.6181818181818182
Everybody Loves You_Helmet_2004,0.1,0.63
Everybody's Blues_Furry Lewis_1927,0.12448979591836735,0.5943310657596371
Everybody's Gonna Be Happy_Queens Of The Stone Age_2002,0.6236714975845412,0.803864734299517
Everybody's Someone (Gateway Mix)_Leann Rimes and Brian McFadden_2006,0.0948841698841699,0.3923745173745173
Everybody_Goose_2006,-0.4,0.7
Everyday I Have The Blues_Lightnin' Hopkins_1999,-0.02978395061728395,0.40601851851851856
Everyday_Bebe Winans  Stephanie Mills_2000,0.13387096774193546,0.5659050179211468
Everyday_James Taylor_2015,0.01675531914893614,0.6009456264775417
Everyday_Phil Collins_1993,-0.028378378378378397,0.5105855855855855
Everyday_Rikk Agnew_1982,0.2441964285714286,0.6416170634920635
Everyone (LP Version)_Socialburn_2003,0.1794047619047619,0.6410714285714285
Everyone's At It_Lily Allen_2009,0.12720588235294117,0.5268907563025211
Everything Ends (Live version) (Album Version)_Slipknot_2005,-0.22541814246359698,0.6030573593073592
Everything Good (Everything Good Version)_Gaither Vocal Band_2002,0.09497354497354497,0.5375661375661377
Everything I Do_Knack_1998,-0.12041666666666666,0.7566666666666666
Everything In Its Right Place_Radiohead_2000,0.28571428571428564,0.5357142857142857
Everything Man (Album Version)_Talib Kweli_2007,0.08775908434999344,0.5292306178669816
Everything You Touch Is a Song_The Winans_1984,0.3000000000000001,0.655952380952381
Everytime It Rains_Peter Gallagher_2005,0.011111111111111113,0.6472222222222221
Everytime_Britney Spears_2003,0.21805555555555553,0.7041666666666667
Everywhere (Dream Album Version)_Michelle Tumes_2001,0.04212962962962963,0.5
Evil Woman_Spooky Tooth_1969,-0.8554878048780489,0.9170731707317074
Ex Nihilo_Becoming The Archetype_2005,0.06818181818181818,0.5606060606060606
Ex's And Oh's (Instrumental Version)_Atreyu_2006,-0.15138888888888888,0.5734477124183006
Exactamente Medianoche_Memphis La Blusera_1993,0.0,0.0
Exaltation_Matisyahu_2004,0.21837822671156004,0.5801907968574636
Execution_First Blood_2005,0.07603174603174602,0.3763492063492064
Exiliado En El Lavabo_Estopa_1999,0.0,0.0
Exodus_Quincy Jones_1988,0.0,0.0
Expire_Antimatter_2003,-0.06904761904761907,0.5337301587301587
Explode_The Cardigans_1998,0.10142857142857142,0.3152380952380952
Explorador_La Portuaria_2005,0.0,0.0
Expolodera (som dynamit)_Caramell_1999,0.2,0.6
Eyes Of A Stranger (Album Version)_POD_2008,0.0611111111111111,0.5472222222222223
EZ Cuz You're Beautiful (Album Version)_Shifty_2004,0.2741067115251898,0.6792305037957211
Face Drop_Sean Kingston_2009,0.30757575757575756,0.43484848484848476
Face the Ashes_Gob_2007,-0.05000000000000002,0.46041666666666664
Facedown_Matt Redman_2003,-0.013888888888888895,0.40972222222222227
Fading Lady Light_Jefferson Starship_1979,0.12224517906336088,0.6174242424242423
Fair Enough (LP Version)_Beth Nielsen Chapman_1997,0.32391304347826094,0.6391304347826087
Fairground (+ Sample)_Simply Red_1995,0.3744984567901235,0.667746913580247
Fake Plastic Trees (Acoustic Version)_Radiohead_2009,-0.05,0.5136363636363636
Fake Tales Of San Francisco_Arctic Monkeys_2004,0.04310850439882698,0.5773867709351578
Falling Bombs_BigElf_2003,0.2672727272727273,0.38
Falling Down [Live Acoustic]_Muse_1999,-0.1626262626262627,0.38383838383838387
Falling In Love_Uriah Heep_1978,0.0066326530612245095,0.6812925170068027
Family Galaxy_Tim Exile_2009,0.025892857142857138,0.49047619047619045
Family Tree_Naughty By Nature_2002,-0.005735415378272513,0.5298294166151309
Famous Girl_Chris Brown_2009,0.21997849644908468,0.6554310613134143
Famous One_Seventh Day Slumber_2009,0.69,0.9
Fantasie (Extended Version)_Paso Doble_1997,0.0,0.0
Far Beyond The Endless_Moist_2010,0.045138888888888874,0.5590277777777779
Fast-Track_Radiohead_2001,-0.1875,0.5
Fathom Five_Mira_1995,0.22499999999999998,0.48333333333333334
Fear The Sea_The Gathering_2002,0.05116666666666667,0.37633333333333335
Fearless [Interlude] (Explicit Album Version)_Bone Thugs-N-Harmony_2010,0.1286796536796537,0.5317099567099567
Feel It Boy (Deep Dish Danchall Remix) (Feat Janet Jackson)_Beenie Man Featuring Janet Jackson_2002,0.1940886699507389,0.44901477832512315
Feel So Stupid (Table 9)_Darwin's Waiting Room_2001,-0.1516156462585034,0.5522959183673469
Feelin You_DJ Spinn_2008,0.0,0.0
Feeling Blue_Eric Burdon_2006,0.0596938775510204,0.3930272108843537
Feelings Gone (feat Sam Sparro) (Joachim Garraud Remix)_Basement Jaxx_2009,-0.024107142857142865,0.65
Felicidade_Moraes Moreira_1996,0.0,0.0
Femme du guerrier_Les Ogres De Barback_1997,0.375,1.0
Fertile Crescent (bonus track)_Bad Religion_1992,-0.05595959595959599,0.6475420875420875
FEZ-Being Born_U2_2009,0.0,0.16249999999999998
Fighters (feat Matthew Santos) (Amended Album Version)_Lupe Fiasco feat Matthew Santos_0,0.04909090909090909,0.4386363636363636
Filipino Baby_Hank Locklin_1967,0.17988095238095236,0.5752380952380952
Final Straw (Album Version)_REM_2004,0.14452003023431598,0.5643613000755858
Finally (Album Version)_TG Sheppard_1983,0.2119047619047619,0.6797619047619048
Find Another Way_Captain Hollywood Project_1995,0.13285714285714287,0.6507142857142857
Find My Way (Album Version)_POD_2003,0.18666666666666668,0.725
Fingerprints_Minipop_2007,-0.05714285714285715,0.7071428571428572
Finisterre (Live)_Mau Mau_1998,0.0,0.0
Fire (Oscar G Space Vocal Mix)_Dolce; Oscar G_0,0.05,0.11666666666666667
Fire and Ice_Outerspace_2004,-0.18479908456323552,0.6161319026885067
Firepower (The Tables Have to Turn) (Explicit) (Feat Capleton)_Dilated Peoples Featuring Capleton_2006,-0.06930735930735932,0.593857142857143
Firestarter_The Prodigy_1996,-0.4807692307692308,0.823076923076923
Fire_Jimi Hendrix_1969,0.21303418803418808,0.6280677655677659
Fire_Steve Vai_2001,0.14217995169082123,0.3682367149758454
First Blood_Jerry Goldsmith_1985,0.14263857057974708,0.5325969781852136
First Day (Album version)_Timo Maas_2005,0.2074074074074074,0.3666666666666667
Five Long Years_Freddie King_1971,0.013157894736842111,0.42105263157894746
Fix The Cracks_Humanzi_2006,0.1089285714285714,0.6160714285714287
Fixin' To Die Blues_Bukka White_1940,-0.013756613756613764,0.6973544973544974
Flame On_Big Daddy Kane_2001,0.12714186684774917,0.42163794810853633
Flaming Red_Patty Griffin_1998,-0.024000000000000004,0.14800000000000002
Flamme & co_Les Ogres De Barback_2004,-0.2000732421875,0.5666666666666667
Flashflood_Aesop Rock_2001,-0.01481060606060607,0.4729924242424245
Flat Earth Society (Album Version)_Bad Religion_1995,0.2768055555555556,0.5731944444444446
Flesh And Blood_Mary Black_1993,0.3317307692307692,0.4030769230769231
Floating_Blue Rodeo_1987,0.22972222222222222,0.4669444444444444
Flute Loop (2009 Digital Remaster)_Beastie Boys_1994,-0.03166824494949495,0.5618055555555557
Flute_Les Ogres De Barback_2001,0.20833333333333331,0.3333333333333333
Fly Again (The Scumfrog Radio Edit)_Kristine W_2003,0.2924242424242425,0.5924242424242422
Fly Away From Here (Graduation Day) (Album Version)_Dropline_2002,0.46315789473684216,0.7105263157894737
Fly Talkin'_Lil Wayne_2002,0.19876543209876543,0.49197530864197536
Foam Born (A) The Backtrack (Album Version)_Between The Buried And Me_2007,-0.10555555555555557,0.5333333333333334
Foggy Mountain Top_Skeeter Davis_1963,0.40166666666666667,0.4149999999999999
Follow Me Up To Carlow_Planxty_1973,0.07602240896358543,0.36721755368814185
Follow The Light (Radio Edit)_Sub Focus_2009,0.36249999999999993,0.7
Follow The Light_Dungeon Family_2001,0.18326539855072463,0.5698550724637681
Follow You Home (Album Version)_Nickelback_2005,-0.08055555555555556,0.2638888888888889
Follow Your Dreams (The Plan Album Version)_Raze_2000,0.2839494569757729,0.5522974101921472
Fool For Your Loving_Whitesnake_1980,0.04051282051282051,0.6843589743589746
Foolish Little Girl_The Shirelles_1963,0.051839826839826846,0.4157557720057719
Fools Like You_Blue Rodeo_1992,-0.14333333333333334,0.5924074074074075
For All We Know_Ann Hampton Callaway_2005,0.3416666666666666,0.5861111111111111
For My People_EPMD_1990,-0.05611471861471861,0.4861832611832613
For The Singer Of REM_fIREHOSE_1987,0.04230769230769231,0.4371794871794871
For Tomorrow (live)_Shaman_2002,0.31023809523809526,0.5570238095238096
For You_Mr Lif_2006,0.20761749144102082,0.4981248054777467
Forbidden Fruit_Pursuit Of Happiness_1990,-0.15000000000000002,0.40625
Forever Consumed Oblivion_Goatwhore_2006,0.008796296296296288,0.6805555555555556
Forever You Reign (Album)_Nicole C Mullen_2008,0.3977272727272727,0.6757575757575757
Forever_Chris Brown_2008,0.18667254556143448,0.4110346854791299
Forever_Malefaction_2001,-0.042727272727272725,0.4690909090909091
Forever_Orbital_1994,0.0,0.0
Forever_VHS Or Beta_2004,-0.05,0.4
Forgive Me (High Key-Premiere Performance Plus)_Steve Green_2014,0.075,0.36944444444444446
Forgiveness_Goldfinger_2000,0.26944444444444443,0.4166666666666667
Fortress_Tim Exile_2009,-0.06266233766233767,0.5218614718614719
Fortunate Fool_Jack Johnson_2000,0.26964285714285713,0.5446428571428572
Fortune Teller_The Rolling Stones_1963,0.22934027777777774,0.45243055555555556
Four_Midge Ure_2018,0.4727120535714287,0.5684027777777778
Fractured Quantum_Ace Frehley_2009,0.0,0.0
Framed_The Sensational Alex Harvey Band_1972,0.02728174603174603,0.45674603174603173
Freak Out_Erick Sermon_1995,-0.06097799722799723,0.4498163548163549
Freaks (Album Version)_Soul Asylum_1986,0.0398018648018648,0.5388694638694639
Freaxxx_brokeNCYDE_2008,-0.270223063973064,0.6387205387205389
Free (Album Version)_Dark new Day_2005,0.02088744588744589,0.3935817805383023
Free (Album Version)_The Winans_2007,0.10166666666666668,0.5683333333333334
Free (lp)_Big Audio Dynamite_1995,0.24965277777777775,0.7680555555555557
Freedom (LP Version)_Wayne Watson_2004,0.1652281746031746,0.4848611111111111
Freedom_4Him_1992,0.14037433155080214,0.48850267379679146
Freedom_Jah Cure_2008,-0.03559595959595961,0.6221616161616161
Freestyle Ministry (server Verbals)_KRS-One_2004,0.16812715062715064,0.48715460465460464
Freeze_Pepper_2008,0.12386363636363638,0.36590909090909096
Free_Darwin Hobbs_2013,0.15086580086580093,0.6274891774891777
Frei zu sein_In Extremo_2008,0.0,0.0
Freight Train_Elizabeth Cotten_1958,0.07420634920634919,0.4198412698412698
Freiwild_KIZ_2005,0.71875,0.775
Fried Neck Bones And Some Home Fries_Santana_1993,0.0,0.0
Fried Neckbones And Home Fries_Santana_1990,0.0,0.0
Friend Or Foe_Adam Ant_1982,0.48888888888888893,0.8944444444444445
FRIENDS IN FALL RIVER  (LP Version)_Silverstein_2006,-0.24583333333333335,0.43333333333333335
From a Jack To a King_Ned Miller_1963,-0.14821428571428572,0.40039682539682536
From Afar (Album Version)_Van Halen_1998,0.25810185185185186,0.4722222222222222
From My Hands_Salt The Wound_2009,-0.2043650793650794,0.6814484126984127
From Now Until Then_Marshall Crenshaw_2003,0.1324074074074074,0.3826388888888889
From the East_Charles Williams_1982,0.02622856026364797,0.4481191875051524
From The Pain_Adam Richman_2005,0.24940711462450593,0.5849802371541503
From The Ritz To The Rubble_Arctic Monkeys_2004,0.015017361111111108,0.42925347222222215
Fuck You_Norther_2006,-0.20681818181818182,0.6795454545454545
Fucked_Less Than Jake_1995,-0.1875,0.19999999999999998
Fuckin' Wita Psycho_X-Raided_0,-0.1659693294127256,0.5641883797544175
Fuel the Fire_Unearth_2001,-0.10000000000000002,0.6588235294117648
Fui Mujer_Juan Carlos Baglietto_1993,0.0,0.0
Full Of Voices_Maximilian Hecker_2005,-0.025,0.25
FutureNow (LP Version)_MC5_1971,0.05742766005923899,0.376805650489861
Future_Cut Copy_2004,-0.005555555555555554,0.3333333333333333
Gallows (Album Version)_Atreyu_2009,-0.376068376068376,0.6760683760683761
Galopera_Los Fabulosos_0,0.0,0.0
Gamble Calypso_Mau Mau_2000,-0.05000000000000002,0.35
Games That Lovers Play_James Last_1967,0.10416666666666667,0.5097222222222222
Gammer Gerten's Needle_Deep Blue Something_1995,0.0,0.0
Gangsta's Fairytale 2 (Explicit)_Ice Cube_2003,-0.10599660311198775,0.4099660311198773
Gaya's Dream_The Gathering_2008,-0.015384615384615389,0.482051282051282
Gedroomd_Hef feat Big2 and Dio_2009,-0.14962462462462467,0.46899399399399416
Geek USA (Album Version)_Between The Buried And Me_2006,-0.14999999999999997,0.6277777777777778
Generation Aliens_Lizzy Borden_1986,-0.007638888888888893,0.300462962962963
Genesis_Busta Rhymes_2001,0.0883848850954114,0.4506681427734059
Genio Atrapado_Christina Aguilera_2000,0.0,0.0
Genius_Kings Of Leon_2003,0.023214285714285715,0.40714285714285714
Gently (Album Version)_Slipknot_2001,-0.024999999999999967,0.5027777777777778
Georgia_Cartel_2015,0.08084291187739465,0.5003557744937056
Get 'em_Redman  Saukrates  Icadon_2007,-0.07336982740137223,0.5640080045740424
Get A Hold_A Tribe Called Quest_1996,0.0036361283643892247,0.4325439958592133
Get A Straw_Lady Saw_1997,-0.025320512820512807,0.2641025641025641
Get Away_Rooney_2007,-0.2711111111111112,0.5177777777777777
Get Back_F4_1988,-0.1979024943310658,0.5646258503401359
Get By (Disconnection Notice Bonus Track)_Goldfinger_2005,-0.14999999999999997,0.40666666666666673
Get Down_Amil_2000,-0.08143139469226425,0.5469530710835059
Get It Together_Beastie Boys_1994,-0.21897974101921472,0.6499164578111949
Get It While You Can_Janis Joplin_1971,0.19090909090909092,0.5295454545454545
Get Money_Mykill Miers_2006,-0.1119069264069264,0.618786435786436
Get On Our Own_Buzzcocks_1978,0.5916666666666665,0.9416666666666668
Get On Top (Album Version)_Red Hot Chili Peppers_1999,0.3214285714285714,0.49112554112554113
Get Up & Go_Chet Atkins_2007,0.13020833333333334,0.3875000000000001
Get Up (Diplo Mix)_Bingo Players_2009,-0.3104166666666667,0.7222222222222222
Get Your Hustle On_Lost Boyz_1997,0.1519219977553311,0.37396184062850735
Get-U-Now_KMD_2001,-0.064522238514174,0.5654692082111438
Getaway_KRS-One_2008,0.022486772486772482,0.4256613756613757
Gettin' Better_Tesla_1986,0.36492540197897344,0.5326743197278911
Gettin' Together_Tommy James And The Shondells_1989,0.4691978609625668,0.5866726084373142
Ghastly Indoctrination_Dark Fortress_2006,0.010969049077964517,0.5354808590102708
Ghetto_Bad Azz_2003,0.05469580419580418,0.5216367521367521
Ghost of the Ocean (Live)_Uriah Heep_2008,0.08219576719576718,0.5426719576719576
Ghost Town Rituals (Album Version)_Nights Like These_2006,0.041883116883116876,0.37857142857142856
Gia_Despina Vandi_2003,0.0,0.0
Gigantor_Dickies_1984,0.10748299319727891,0.5384353741496598
Gillum Blues_Jazz Gillum_1985,-0.05989583333333334,0.5046875000000001
Gimme Legs_The Chap_2010,0.0,0.0
Gin House Blues_Bessie Smith_2007,-0.06292517006802723,0.6739229024943311
Gina_Geggy Tah_1996,0.5615384615384614,0.6730769230769231
Girl by the Lake_Max Stalling_2002,0.05151515151515152,0.42692307692307685
Girl From A Pawnshop_The Black Crowes_1996,0.16985645933014357,0.3641148325358851
Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)_Twista_2005,-0.010215794306703411,0.4370752984389348
Girl You're So Together_Michael Jackson_1984,0.26833333333333337,0.5224999999999999
Girls Against Boys (LP Version)_Vitamin C_1999,0.19038461538461535,0.48012820512820514
Girls All Pause_Kurupt_1999,0.008338252656434465,0.46112750885478165
Give It To Me_Grayson Capps_2006,-0.009756944444444443,0.21371527777777777
Give It Up Or Let Me Go_Dixie Chicks_1998,0.05401785714285714,0.5889715608465609
Give It_Helmet_1992,0.08928571428571429,0.4892857142857143
Give The People_EPMD_1990,-0.030459770114942532,0.4755747126436783
Give U My Heart_Toni Braxton Featuring Babyface_2003,0.4297827903091061,0.5584377610693401
Give Your Heart a Home_Don Francisco_1991,-0.021969696969696972,0.5803030303030302
Given Up (Album Version)_Linkin Park_2007,-0.4760788690476191,0.742857142857143
Givin' My Love_Clay Crosse_1995,0.3729166666666666,0.6562499999999999
Gloria (In The Name Of Love Album Version)_Audio Adrenaline_2004,0.03333333333333333,0.6333333333333333
Gloria_Julissa_1984,0.0,0.0
Glory Bound (LP Version)_Martin Sexton_1998,-0.1489583333333333,0.31354166666666666
Glow_King Swamp_1989,0.046957671957671955,0.3677248677248677
Go And Wash (Those Dirty Feet)_Johnny Horton_2005,-0.13912907268170427,0.5196741854636592
Go Baby (feat GemStones) (Explicit Album Version)_Lupe Fiasco feat GemStones_2008,0.0,0.0
Go Back_Crabby Appleton_1970,0.09116048881673881,0.20543154761904756
Go On_JK_1998,-0.16474358974358974,0.47756410256410253
Go To Hell_Prozak_2008,-0.20628654970760238,0.5510233918128656
God Bless You (Goddamn it)_A Static Lullaby_2005,0.041524725274725255,0.4055677655677657
God Don't Never Change_Blind Willie Johnson_1989,0.21481481481481482,0.3462962962962963
God Gave Me You (SingleLP Version)_Bryan White_1999,0.21399711399711396,0.40951479076479075
God In My Bed_K's Choice_1998,0.0029761904761904778,0.33597883597883593
God Of Love (Album Version)_Bad Brains_1995,0.3412587412587413,0.5307692307692307
God Save the Queen (Live)_Sex Pistols_1988,-0.0645,0.3378333333333333
God Smack_Alice In Chains_1992,0.10461538461538461,0.4287179487179487
God You Are My God_Delirious_2000,0.21639928698752234,0.6882352941176472
God's Hands_The Oak Ridge Boys_2009,0.16666666666666666,0.5750000000000001
God's Will_Martina McBride_2003,0.15351075691984784,0.5440295815295816
Goin' Steady_Tommy Sands_1997,0.25659722222222225,0.5333333333333333
Going Down_Bryan Ferry_2002,-0.1292929292929293,0.2777777777777778
Going Home (Album Version)_Marc Broussard_2008,0.1875,0.48750000000000004
Going Home_Izzy_2000,0.06756147291861579,0.43860956063337014
Going Out West_Jesse Malin_2004,0.06154401154401153,0.25977633477633477
Going Strong (Album Version)_Dropkick Murphys_1999,0.07706228956228954,0.43110269360269365
Going Under_Devo_1981,0.17311507936507936,0.34206349206349207
Golfshirt Pt 2_Nerf Herder_1996,0.060714285714285714,0.4607142857142857
Gone But Not Forgotten_The Del McCoury Band_2001,0.14699404761904764,0.5197321428571429
Gone Dead On You Blues_Blind Lemon Jefferson_1972,-0.01269841269841269,0.4095238095238095
Gone To The Movies_Semisonic_1998,-0.0002777777777777768,0.29194444444444445
Gone_Frankie J_2005,0.11148745519713263,0.5408781362007169
Gone_Kanye West  Consequence  Cam'Ron_2005,0.0328858510462284,0.4915433622980792
Gone_Sugarbomb_2001,0.15460526315789472,0.519298245614035
Good Day (Live)_The Mad Capsule Markets_2005,0.1396694214876033,0.5335950413223141
Good Day_Britt Nicole_2007,0.321969696969697,0.6053030303030302
Good Enough_Evanescence_2006,0.2719135802469136,0.5104938271604937
Good Girl Gone Bad_Rihanna_2007,0.21565126050420166,0.4840336134453782
Good Girls_ Bad Guys_DMX  Dyme_1999,0.07396608767576512,0.587561296230651
Good Looking Girl Blues_Furry Lewis_1927,0.18333333333333335,0.37222222222222223
Good Morning Captain_The Black Crowes_2009,0.3680194805194805,0.5577922077922076
Good News_Kingston Trio_1970,0.25156249999999997,0.5406249999999999
Good Rocking Tonight_Roy Brown_1947,0.2879120879120879,0.6747252747252747
Good Texan_The Vaughan Brothers_1990,0.36575757575757584,0.5036363636363637
Goodbye (Solo Version)_Billy Bragg_2008,-0.05952380952380952,0.40476190476190477
Goodnight Girl_Wet Wet Wet_1992,0.09166666666666667,0.3355072463768115
Goodnight Irene_Kingston Trio_2003,0.15329685746352414,0.4728395061728395
Goody Two Shoes_Adam Ant_1982,-0.05424430641821945,0.5005262249827467
Goons Lurkin (Instrumental Album Version)_Plies_2007,-0.051457570207570205,0.3461233211233211
Got It Twisted_Mobb Deep_2004,-0.12006058118127087,0.6674986316365629
Got The Blues_Blind Lemon Jefferson_1926,-0.042727272727272704,0.37666666666666665
Got The Bull By The Horns_Johnny Horton_1996,0.08715277777777777,0.3480034722222223
Got To Find My Little Woman_Blind Boy Fuller_2005,0.04351851851851851,0.3555555555555556
Got To Make Me Love You_Tyrone Taylor_1983,-0.07207443755739211,0.5353061868686869
Gotta Man_Frankee_2004,0.5931558441558442,0.7520649350649351
Gotta Pay (Produced by Oddisee)_Wordsworth_2004,0.12466666666666669,0.5313333333333333
Gotta Tell Somebody_Don Francisco_1991,0.026539802789802783,0.4687830687830688
Grad_Baroness_2007,0.0,0.0
Grandbag's Funeral_Happy Mondays_1990,0.05214646464646464,0.47361111111111115
Grandma (Screwed & Chopped Version)_Mike Jones_2005,0.09068304626815264,0.48246791624451185
Grateful & Thankful_Francis Dunnery_1995,0.1313034188034188,0.5289529914529915
Gravedom_Goatwhore_2000,0.048338544171877496,0.43296857463524124
Greasers_PRE_2007,0.057400000000000014,0.3402666666666667
Great Big Problem_FFH_2005,0.25,0.41250000000000003
Greater_Vanessa Bell Armstrong_2009,0.4212962962962963,0.5314814814814814
Greatest X_Janet Jackson_2008,0.6133333333333333,0.7238095238095238
Green And Blue_Deep Forest_1997,0.1375,0.2625
Green Mind_Dinosaur Jr_1991,0.155251924001924,0.5024380711880713
Greener_ARRESTED DEVELOPMENT_2009,0.1119927536231884,0.4731521739130433
Grey Skies Turn Blue_MxPx_2004,-0.02980769230769232,0.36249999999999993
Groovin' In The Midnight_Maxi Priest_1991,0.10071010860484546,0.5381370091896408
Groovin'_Jan Wayne_2003,0.26071428571428573,0.7669642857142857
Grottans Barn_Finntroll_2004,0.0,0.0
Group Sex_Circle Jerks_1980,0.39379340277777775,0.5333333333333333
Guantanamera_Wyclef Jean_1997,0.13453706554460867,0.4779693486590038
Guarare (Live At The Beacon Theatre)_Ray Barretto_1986,0.5,1.0
Guarare_Ray Barretto_1992,0.5,1.0
Guard Your Grill (LP Version)_Naughty By Nature_1992,0.04992239399019059,0.5082262370397962
Guardian Angel_Novaspace_2002,0.10476190476190475,0.36785714285714277
Guardian Angel_Since The Flood_2007,0.37619047619047624,0.43644688644688645
Guided By History_Mithotyn_1999,0.05065416065416065,0.5273160173160173
Guilty Partner_New Order_1989,0.08483333333333334,0.509
Guitar Rag_Sylvester Weaver_1997,0.26904761904761904,0.5809523809523809
Gullveig_Black Messiah_2009,0.0,0.1
Gun Shot_Akon_2003,0.32230062724014336,0.4594578360707392
Guns And The Young_Mighty Mighty Bosstones_1992,0.04193121693121694,0.5604497354497355
Guys Do It All The Time_Mindy McCready_1996,-0.1683333333333333,0.3766666666666667
Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version)_Twista_2005,-0.01276000422341884,0.48524443036638165
Half As Much_Gene Autry_1976,0.2005952380952381,0.461111111111111
Half The Fun_Snow Patrol_2004,0.02942708333333333,0.3723958333333333
Half Way Out The Door (Live)_Elvin Bishop_2007,-0.06694902319902321,0.3176129426129426
Hallelujah_The Nelons_1995,0.04991258741258742,0.5000000000000001
Halleluja_Ebba Forsberg_2009,0.11666666666666665,0.5833333333333334
Halloween II_The Misfits_1981,-0.1,0.05
Halloween_Dead Kennedys_1982,0.16700404858299595,0.45802968960863705
Halt mich_Herbstrock_2007,0.0,0.0
Hammer & a Stone_Seven Mary Three_2008,-0.27745310245310245,0.5305916305916306
Hanging On (Medium Key Performance Track Without Background Vocals)_Britt Nicole_2009,0.25,0.5735294117647057
Hank & Joe and Me_Johnny Cash_1999,-0.019017094017094,0.633119658119658
Hannikaisen baari_Hector_1989,0.0,0.0
Happy Beat_Edmundo Ros_2014,0.2740740740740741,0.6731481481481482
Happy Cycling_Boards of Canada_1996,0.0,0.0
Happy Mother's Day_Casiotone For The Painfully Alone_2006,0.15000000000000002,0.7
Happy Valentine's Day_OutKast_2003,0.1706168831168831,0.7279978354978359
Happy Valentine's_Toby Love_2008,0.6875,0.85
Happy_Carolyn Arends_1999,0.4042909251242584,0.74918430335097
Harajuku Girls_Gwen Stefani_2004,0.0,0.0
Harboring An Apparition_Mouth Of The Architect_2006,-0.4,0.7
Hard Hitters_Dilated Peoples Featuring Black Thought_2001,0.06231789044289044,0.4639423076923077
Hard Not 2 Kill (Explicit)_Fat Joe_2006,0.09248472744360904,0.4694298245614035
Hard Times_Eastmountainsouth_2003,-0.13257575757575757,0.525
Hard To Concentrate (Album Version)_Red Hot Chili Peppers_2017,0.24336917562724014,0.7931899641577062
Hard To Laugh_Pursuit Of Happiness_1988,0.06138888888888889,0.3763888888888888
Harda They Come_Gyptian_0,0.28169540229885054,0.7226149425287356
Harder To Breathe_Maroon 5_2002,-0.08632478632478635,0.33286019536019534
